Location,Lat,Lon,Count
"(34.2048, -118.367)",34.2048,-118.367,2
"(34.1504, -118.4062)",34.1504,-118.4062,4
"(34.1649, -118.3683)",34.1649,-118.3683,1
"(34.2048, -118.3649)",34.2048,-118.3649,1
"(34.1762, -118.3897)",34.1762,-118.3897,1
"(34.1342, -118.3454)",34.1342,-118.3454,1
"(34.2143, -118.4227)",34.2143,-118.4227,1
"(34.1201, -118.3474)",34.1201,-118.3474,1
"(34.1577, -118.3626)",34.1577,-118.3626,1
"(34.1613, -118.3932)",34.1613,-118.3932,1
"(34.1687, -118.3626)",34.1687,-118.3626,1
"(34.1504, -118.4019)",34.1504,-118.4019,3
"(34.1924, -118.4119)",34.1924,-118.4119,1
"(34.1631, -118.4115)",34.1631,-118.4115,1
"(34.1758, -118.3844)",34.1758,-118.3844,1
"(34.1659, -118.3774)",34.1659,-118.3774,1
"(34.1468, -118.3772)",34.1468,-118.3772,1
"(34.1927, -118.3746)",34.1927,-118.3746,1
"(34.1468, -118.4008)",34.1468,-118.4008,1
"(34.2097, -118.4086)",34.2097,-118.4086,1
"(34.194, -118.3714)",34.194,-118.3714,3
"(34.1331, -118.344)",34.1331,-118.344,1
"(34.1924, -118.4172)",34.1924,-118.4172,1
"(34.1433, -118.403)",34.1433,-118.403,1
"(34.1301, -118.3975)",34.1301,-118.3975,2
"(34.1467, -118.4008)",34.1467,-118.4008,1
"(34.2081, -118.4023)",34.2081,-118.4023,2
"(34.2003, -118.4203)",34.2003,-118.4203,1
"(34.1779, -118.3615)",34.1779,-118.3615,1
"(34.1831, -118.3888)",34.1831,-118.3888,1
"(34.1904, -118.4099)",34.1904,-118.4099,2
"(34.1504, -118.3834)",34.1504,-118.3834,1
"(34.1613, -118.3648)",34.1613,-118.3648,2
"(34.1595, -118.3626)",34.1595,-118.3626,1
"(34.1268, -118.3768)",34.1268,-118.3768,1
"(34.1794, -118.3663)",34.1794,-118.3663,1
"(34.1661, -118.3552)",34.1661,-118.3552,1
"(34.2096, -118.4176)",34.2096,-118.4176,1
"(34.2178, -118.4309)",34.2178,-118.4309,1
"(34.1604, -118.3855)",34.1604,-118.3855,1
"(34.1285, -118.3813)",34.1285,-118.3813,1
"(34.1831, -118.3768)",34.1831,-118.3768,1
"(34.1479, -118.3593)",34.1479,-118.3593,1
"(34.195, -118.4181)",34.195,-118.4181,1
"(34.1613, -118.4105)",34.1613,-118.4105,1
"(34.1283, -118.3746)",34.1283,-118.3746,1
"(34.1886, -118.3801)",34.1886,-118.3801,3
"(34.1559, -118.3528)",34.1559,-118.3528,1
"(34.1486, -118.4073)",34.1486,-118.4073,1
"(34.1322, -118.3685)",34.1322,-118.3685,1
"(34.1585, -118.3593)",34.1585,-118.3593,1
"(34.1684, -118.4003)",34.1684,-118.4003,1
"(34.1689, -118.3564)",34.1689,-118.3564,1
"(34.1763, -118.4031)",34.1763,-118.4031,1
"(34.1431, -118.3638)",34.1431,-118.3638,1
"(34.2075, -118.4084)",34.2075,-118.4084,1
"(34.1903, -118.3812)",34.1903,-118.3812,1
"(34.1371, -118.4062)",34.1371,-118.4062,1
"(34.1985, -118.4116)",34.1985,-118.4116,1
"(34.1749, -118.4052)",34.1749,-118.4052,2
"(34.1767, -118.4052)",34.1767,-118.4052,2
"(34.1921, -118.3954)",34.1921,-118.3954,1
"(34.1831, -118.4128)",34.1831,-118.4128,1
"(34.1903, -118.3856)",34.1903,-118.3856,2
"(34.1203, -118.3485)",34.1203,-118.3485,1
"(34.1448, -118.3926)",34.1448,-118.3926,1
"(34.1758, -118.3855)",34.1758,-118.3855,1
"(34.1923, -118.4189)",34.1923,-118.4189,1
"(34.1885, -118.3987)",34.1885,-118.3987,2
"(34.2085, -118.391)",34.2085,-118.391,2
"(34.1504, -118.3681)",34.1504,-118.3681,1
"(34.1794, -118.3975)",34.1794,-118.3975,2
"(34.1393, -118.4094)",34.1393,-118.4094,1
"(34.1594, -118.3943)",34.1594,-118.3943,1
"(34.1404, -118.3894)",34.1404,-118.3894,1
"(34.1478, -118.379)",34.1478,-118.379,1
"(34.1557, -118.3648)",34.1557,-118.3648,1
"(34.17, -118.3583)",34.17,-118.3583,1
"(34.131, -118.3529)",34.131,-118.3529,1
"(34.1613, -118.3604)",34.1613,-118.3604,1
"(34.1704, -118.3987)",34.1704,-118.3987,1
"(34.2003, -118.4126)",34.2003,-118.4126,1
"(34.1521, -118.3769)",34.1521,-118.3769,2
"(34.1791, -118.3659)",34.1791,-118.3659,2
"(34.1594, -118.4008)",34.1594,-118.4008,1
"(34.1866, -118.4102)",34.1866,-118.4102,1
"(34.1903, -118.3866)",34.1903,-118.3866,2
"(34.1976, -118.4008)",34.1976,-118.4008,2
"(34.1849, -118.3977)",34.1849,-118.3977,1
"(34.1758, -118.3659)",34.1758,-118.3659,1
"(34.2085, -118.3682)",34.2085,-118.3682,1
"(34.1229, -118.3463)",34.1229,-118.3463,1
"(34.1924, -118.4148)",34.1924,-118.4148,1
"(34.2076, -118.3769)",34.2076,-118.3769,1
"(34.1549, -118.39)",34.1549,-118.39,2
"(34.2049, -118.3845)",34.2049,-118.3845,1
"(34.174, -118.3833)",34.174,-118.3833,1
"(34.1758, -118.4094)",34.1758,-118.4094,2
"(34.166, -118.3714)",34.166,-118.3714,1
"(34.1897, -118.4099)",34.1897,-118.4099,1
"(34.1831, -118.4008)",34.1831,-118.4008,1
"(34.1784, -118.4031)",34.1784,-118.4031,1
"(34.1209, -118.344)",34.1209,-118.344,2
"(34.1722, -118.3681)",34.1722,-118.3681,1
"(34.1994, -118.4105)",34.1994,-118.4105,1
"(34.1479, -118.3571)",34.1479,-118.3571,1
"(34.213, -118.4189)",34.213,-118.4189,1
"(34.1885, -118.3768)",34.1885,-118.3768,1
"(34.154, -118.407)",34.154,-118.407,1
"(34.2199, -118.4123)",34.2199,-118.4123,1
"(34.1587, -118.3808)",34.1587,-118.3808,2
"(34.2085, -118.3866)",34.2085,-118.3866,1
"(34.1687, -118.3822)",34.1687,-118.3822,1
"(34.1704, -118.3877)",34.1704,-118.3877,3
"(34.1813, -118.3659)",34.1813,-118.3659,1
"(34.1952, -118.3864)",34.1952,-118.3864,1
"(34.1468, -118.3822)",34.1468,-118.3822,1
"(34.2199, -118.4107)",34.2199,-118.4107,1
"(34.2012, -118.3823)",34.2012,-118.3823,1
"(34.1683, -118.4073)",34.1683,-118.4073,1
"(34.2067, -118.4225)",34.2067,-118.4225,1
"(34.1721, -118.4181)",34.1721,-118.4181,1
"(34.1831, -118.3921)",34.1831,-118.3921,2
"(34.1667, -118.3992)",34.1667,-118.3992,2
"(34.1472, -118.3768)",34.1472,-118.3768,1
"(34.1493, -118.4201)",34.1493,-118.4201,1
"(34.1282, -118.347)",34.1282,-118.347,1
"(34.1917, -118.4119)",34.1917,-118.4119,1
"(34.1577, -118.3796)",34.1577,-118.3796,1
"(34.1903, -118.3889)",34.1903,-118.3889,1
"(34.1216, -118.3452)",34.1216,-118.3452,1
"(34.1522, -118.3539)",34.1522,-118.3539,1
"(34.1924, -118.4094)",34.1924,-118.4094,1
"(34.1504, -118.4312)",34.1504,-118.4312,1
"(34.1917, -118.4167)",34.1917,-118.4167,1
"(34.2138, -118.4206)",34.2138,-118.4206,1
"(34.1504, -118.3604)",34.1504,-118.3604,1
"(34.1631, -118.3877)",34.1631,-118.3877,1
"(34.1731, -118.4052)",34.1731,-118.4052,1
"(34.1595, -118.3828)",34.1595,-118.3828,1
"(34.1745, -118.3604)",34.1745,-118.3604,1
"(34.1687, -118.379)",34.1687,-118.379,2
"(34.1849, -118.3943)",34.1849,-118.3943,1
"(34.1232, -118.3569)",34.1232,-118.3569,1
"(34.2023, -118.3681)",34.2023,-118.3681,1
"(34.2056, -118.4002)",34.2056,-118.4002,1
"(34.1676, -118.3583)",34.1676,-118.3583,1
"(34.1904, -118.4092)",34.1904,-118.4092,1
"(34.1512, -118.3615)",34.1512,-118.3615,1
"(34.1994, -118.4214)",34.1994,-118.4214,1
"(34.2171, -118.4104)",34.2171,-118.4104,1
"(34.1224, -118.346)",34.1224,-118.346,1
"(34.1399, -118.3653)",34.1399,-118.3653,1
"(34.1904, -118.3997)",34.1904,-118.3997,1
"(34.1462, -118.3706)",34.1462,-118.3706,1
"(34.218, -118.4217)",34.218,-118.4217,1
"(34.1595, -118.3571)",34.1595,-118.3571,1
"(34.1958, -118.4105)",34.1958,-118.4105,1
"(34.2051, -118.4247)",34.2051,-118.4247,1
"(34.1215, -118.3855)",34.1215,-118.3855,1
"(34.2191, -118.4133)",34.2191,-118.4133,1
